Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
May 11 2025 13:11:01,49,4,8,44,5.46,0.956,0.988,0.993,4,1,0.0445,0.0118,0.0065,0.0379,0.0019,选中[.]，并按下（Alt+Z），可创建问答卡片（完型填空）
May 11 2025 13:11:52,39,4,3,1,0.33,0.854,0.988,0.994,1,0,0.8545,0.9882,0.9936,-0.1391,-0.257,导入一篇网络文章到 SuperMemo：  在你的网页浏览器，复制选中的文本（Ctrl+C）  在 SuperMemo，点击[.]）
May 11 2025 13:15:12,30,3,5,25,5.04,0.877,0.987,0.987,4,1,0.1234,0.0129,0.0129,0.1104,0.0151,SuperMemo 会让你复习多少次
May 11 2025 13:15:16,6,4,14,6,0.44,0.869,0.844,0.844,5,1,0.1307,0.1564,0.1564,-0.0257,-0.0074,SuperMemo 会经常请你给句子填空。
May 12 2025 12:38:57,269,1,2,3,1.42,0.966,0.974,0.974,4,1,0.0341,0.0259,0.0259,0.0082,0.0005,两个互不相容事件的并集怎么样
May 12 2025 12:39:10,41,5,12,7,0.56,0.856,0.802,0.802,4,1,0.1439,0.1982,0.1982,-0.0543,-0.0186,导入一篇网络文章到 SuperMemo：  在你的网页浏览器，复制选中的文本（Ctrl+C）  在[.]，点击（Ctrl+N）
May 12 2025 12:39:15,33,5,11,7,0.61,0.869,0.799,0.799,4,1,0.1312,0.2011,0.2011,-0.0699,-0.0232,你可以按 [.] 排除一张你不想学习的卡片
May 13 2025 18:31:07,11,6,21,8,0.36,0.862,0.75,0.75,5,1,0.1383,0.2502,0.2502,-0.1119,-0.0435,在你点击学习按钮后，你将要遍历所有被安排到今天复习的材料。按[.]查看下一张卡片。
May 13 2025 18:31:09,225,2,5,4,0.85,0.952,0.924,0.924,5,1,0.0475,0.0756,0.0756,-0.0281,-0.0035,对立事件的交集怎么样
May 13 2025 18:31:10,9,4,6,35,5.92,0.905,0.987,0.989,4,1,0.0955,0.0129,0.0112,0.0843,0.009,任何你使用 SuperMemo 学习的材料都会回来找你，让你复习和重复。每一天，你需要复习安排好的部分学习材料。按下 Ctrl+L，或点击[.]按钮  让我们再测试一次！（按下回车）
May 13 2025 18:31:13,29,6,21,54,2.56,0.877,0.981,0.993,5,1,0.1226,0.0188,0.0071,0.1155,0.015,如果你每天都完成复习（点击学习按钮），SuperMemo 能确保你记住 [.] 学过的内容。每天只有很小比例学习材料会被安排复习。如果你想要确保 95% 的保留率，这个比例是必要的。
May 13 2025 18:31:15,317,2,4,36,8.89,0.958,0.994,0.995,4,1,0.0419,0.0058,0.0051,0.0368,0.0017,互不相容事件的交集
May 14 2025 11:48:28,38,7,16,57,3.55,0.877,0.979,0.993,4,1,0.1235,0.021,0.0073,0.1162,0.0152,导入一篇网络文章到 SuperMemo：  在你的网页浏览器，复制选中的文本（[.]）  在 SuperMemo，点击（Ctrl+N）
May 14 2025 11:53:06,313,3,4,1,0.25,0.922,0.992,0.995,1,0,0.9219,0.9919,0.9946,-0.0727,-0.1393,加法公式，如果 A 和 B 互斥（A∩B=?），则简化为：  P(A∪B)=[.]
May 14 2025 11:53:23,180,3,6,7,1.1,0.924,0.875,0.93,4,1,0.0761,0.1249,0.0696,0.0066,0.001,加法公式 P(A∪B∪C)=[.]
May 14 2025 11:54:14,53,7,17,11,0.63,0.847,0.701,0.837,4,1,0.1531,0.2991,0.1633,-0.0102,-0.0032,在你创建一个完型填空后，你可以点击按钮，或按下[.]查看你挖空的结果
May 14 2025 11:54:29,269,2,5,25,5.08,0.925,0.991,0.992,5,1,0.0751,0.0091,0.0076,0.0675,0.0056,两个互不相容事件的并集怎么样
May 14 2025 11:54:42,22,7,24,11,0.45,0.86,0.697,0.835,5,1,0.1403,0.3028,0.1654,-0.0251,-0.0077,你可以点击[.]按钮回到浏览的上一张卡片   你也可以按下 Alt+?? 实现同样的效果  反过来，你可以按下 Alt+?? 在之前浏览过的卡片列表上前进（就像在网页浏览器里面那样）  注：现在就试试！先按下 Alt+?? 然后按下 Alt+?? 回到当前卡片。
May 16 2025 10:03:10,313,2,3,4,1.23,0.959,0.817,0.817,4,1,0.0414,0.1835,0.1835,-0.142,-0.0319,加法公式，如果 A 和 B 互斥（A∩B=?），则简化为：  P(A∪B)=[.]
May 16 2025 10:03:15,14,6,16,46,2.86,0.916,0.985,0.989,5,1,0.0841,0.0154,0.0106,0.0735,0.007,使用 SuperMemo，你只需要记得两个快捷键：  Alt+A - 添加新的问题和回答（新增）  [.] - 重复要学习的材料（学习）
May 16 2025 10:03:18,39,5,8,7,0.93,0.902,0.599,0.63,5,1,0.0975,0.4013,0.3705,-0.2729,-0.1277,导入一篇网络文章到 SuperMemo：  在你的网页浏览器，复制选中的文本（Ctrl+C）  在 SuperMemo，点击[.]）
May 16 2025 10:03:36,40,6,20,44,2.21,0.951,0.983,0.989,5,1,0.0489,0.017,0.0115,0.0374,0.0023,导入一篇网络文章到 SuperMemo：  在你的[.]，复制选中的文本（Ctrl+C）  在 SuperMemo，点击（Ctrl+N）
May 16 2025 10:03:39,28,9,31,14,0.44,0.866,0.625,0.796,5,1,0.1345,0.3754,0.2045,-0.07,-0.0237,如果你[.]（点击学习按钮），SuperMemo 能确保你记住 95% 学过的内容。每天只有很小比例学习材料会被安排复习。如果你想要确保 95% 的保留率，这个比例是必要的。
May 16 2025 10:04:30,16,6,19,46,2.42,0.951,0.985,0.989,5,1,0.0489,0.0154,0.0106,0.0384,0.0023,使用 SuperMemo，你只需要记得两个快捷键：  Alt+A - 添加新的问题和回答（新增）  Ctrl+L - [.]要学习的材料（学习）
May 16 2025 10:04:40,25,6,10,46,4.59,0.916,0.985,0.989,4,1,0.0841,0.0154,0.0106,0.0735,0.007,在你输入完问题后，你可以按 [.] 移动到答案区继续输入。
May 17 2025 21:29:42,311,3,5,7,1.43,0.954,0.836,0.909,3,1,0.0463,0.1644,0.0908,-0.0446,-0.0061,频率的[.]，是统计规律性.
May 17 2025 21:29:52,206,3,5,1,0.2,0.94,0.859,0.859,2,0,0.9404,0.8588,0.8588,0.0815,0.1467,事件A发生的频率是它发生的次数与[.]次数之比
May 17 2025 21:30:59,216,3,4,1,0.26,0.927,0.831,0.918,2,0,0.9274,0.8309,0.9184,0.009,0.0166,在相同的条件下将试验重复进行n次，在n次试验中，事件A发生了fA 次，fA 称为事件A在这n次试验中发生的[.] ，而比值Rn（A）=fA /n称为事件A在这n次试验中发生的频率
May 17 2025 21:31:04,50,8,14,41,2.92,0.818,0.974,0.984,4,1,0.1818,0.0259,0.0162,0.1656,0.0328,选中关键词，并按下[.]，可创建问答卡片（完型填空）
May 17 2025 21:31:13,20,7,12,49,4.07,0.903,0.981,0.988,4,1,0.0974,0.0193,0.0117,0.0857,0.0093,什么时候你会复习一段已经学过的知识？（点击正确答案，并在窗口底部检查 SuperMemo 给出的评分）
May 17 2025 21:31:22,279,3,6,8,1.34,0.929,0.83,0.927,4,1,0.0714,0.1702,0.073,-0.0016,-0.0002,多个什么样的事件，它们的并事件的概率等于它们各自概率之和。
May 17 2025 21:38:14,225,4,8,39,4.89,0.951,0.987,0.991,4,1,0.0489,0.0134,0.0089,0.04,0.0023,对立事件的交集怎么样
5月 18 2025 17:23:07,169,4,3,1,0.33,0.883,0.789,0.91,2,0,0.8832,0.7889,0.9101,-0.0269,-0.0482,多个事件两两不相容，它们的并事件的概率等于什么
5月 18 2025 17:24:08,285,4,9,9,1.03,0.887,0.786,0.918,4,1,0.1128,0.2139,0.082,0.0308,0.006,随机事件A发生的频率Rn （A），当次数n增大时，总呈现出稳定性，稳定在某一个数的附近. 这是随机现象固有的性质. “频率的稳定性”就是我们通常所说的[.].
5月 18 2025 17:25:22,199,7,3,1,0.33,0.773,0.668,0.874,1,0,0.7732,0.6677,0.8744,-0.1012,-0.1667,两个对立事件的并集怎么样
May 19 2025 19:48:12,194,8,26,15,0.6,0.761,0.622,0.871,4,1,0.2395,0.3781,0.1294,0.1101,0.0406,加法公式. P(A∪B)=[.]
May 19 2025 20:42:34,199,1,2,3,1.68,0.965,0.887,0.926,4,1,0.0349,0.1129,0.0737,-0.0387,-0.0042,两个对立事件的并集怎么样
May 20 2025 11:39:17,206,3,2,1,0.5,0.869,0.761,0.869,1,0,0.8689,0.7612,0.8691,-0.0002,-0.0003,事件A发生的频率是它发生的次数与[.]次数之比
May 20 2025 11:39:20,41,8,24,61,2.54,0.954,0.982,0.99,5,1,0.0457,0.0175,0.0102,0.0356,0.002,导入一篇网络文章到 SuperMemo：  在你的网页浏览器，复制选中的文本（Ctrl+C）  在[.]，点击（Ctrl+N）
May 20 2025 11:39:23,33,8,24,63,2.61,0.95,0.982,0.99,5,1,0.05,0.0175,0.0096,0.0404,0.0024,你可以按 [.] 排除一张你不想学习的卡片
May 20 2025 11:39:35,288,6,21,12,0.57,0.775,0.7,0.897,5,1,0.2255,0.3,0.1033,0.1222,0.0402,当A已发生的条件下B发生的概率［记为P（[.]）］
May 20 2025 11:39:42,102,6,18,12,0.67,0.782,0.697,0.896,4,1,0.2179,0.3027,0.1042,0.1137,0.0366,P(B|A)=P(AB)/P([.])
May 20 2025 11:39:56,17,10,18,51,2.83,0.861,0.972,0.985,4,1,0.1385,0.0281,0.0145,0.124,0.019,使用 SuperMemo，你只需要记得两个快捷键：  Alt+A - [.]新的问题和回答（新增）  Ctrl+L - 重复要学习的材料（学习）
May 20 2025 11:40:29,472,1,2,1,0.5,0.959,0.967,0.986,1,0,0.9587,0.9667,0.9856,-0.0269,-0.0522,第五十六章 知者不言  知者不言，言者不知。塞其兑，闭其门，挫其锐，解其纷，和其光，同其尘，是谓玄同。故不可得而亲，不可得而疏；不可得而利，不可得而害；不可得而贵，不可得而贱。[.]。
May 20 2025 11:40:36,23,10,25,51,2.04,0.861,0.972,0.985,5,1,0.1392,0.0282,0.0145,0.1246,0.0192,你可以按下[.]（快捷键）在之前浏览过的卡片列表上前进. 注：就像在网页浏览器里面那样
